Function Code,Function Name,Function Description,Control Test Code,Control Test Name,Control Test Description,Guideline Code,Guideline Name,Guideline Description
3,Protect stored cardholder data,"Protection methods such as encryption, truncation, masking, and hashing are critical components of cardholder data protection. If an intruder circumvents other security controls and gains access to encrypted data, without the proper cryptographic keys, the data is unreadable and unusable to that person. Other effective methods of protecting stored data should also be considered as potential risk mitigation opportunities. For example, methods for minimizing risk include not storing cardholder data unless absolutely necessary, truncating cardholder data if full PAN is not needed, and not sending unprotected PANs using end-user messaging technologies, such as e-mail and instant messaging",3.4,Render PAN unreadable anywhere it is stored,"a Examine documentation about the system used to protect the PAN, including the vendor, type of system/process, and the encryption algorithms (if applicable) to verify that the PAN is rendered unreadable using any of the following methods:
-      One-way hashes based on strong cryptography,
-      Truncation
-    Index tokens and pads, with the pads being securely stored
-    Strong cryptography, with associated key-management processes and procedures.
b Examine several tables or files from a sample of data repositories to verify the PAN is rendered unreadable (that is, not stored in plain-text).
c Examine a sample of removable media (for example, back-up tapes) to confirm that the PAN is rendered unreadable.
d Examine a sample of audit logs, including payment application logs, to confirm that PAN is rendered unreadable or is not present in the logs.
e If hashed and truncated versions of the same PAN are present in the environment, examine implemented controls to verify that the hashed and truncated versions cannot be correlated to reconstruct the original PAN.",3.4.1,"If disk encryption is used ), logical access must be managed separately","a If disk encryption is used, inspect the configuration and observe the authentication process to verify that logical access to encrypted file systems is implemented via a mechanism that is separate from the native operating system’s authentication mechanism (for example, not using local user account databases or general network login credentials).
B Examine the configurations and observe the processes to verify that cardholder data on removable media is encrypted wherever stored."
3,Protect stored cardholder data,"Protection methods such as encryption, truncation, masking, and hashing are critical components of cardholder data protection. If an intruder circumvents other security controls and gains access to encrypted data, without the proper cryptographic keys, the data is unreadable and unusable to that person. Other effective methods of protecting stored data should also be considered as potential risk mitigation opportunities. For example, methods for minimizing risk include not storing cardholder data unless absolutely necessary, truncating cardholder data if full PAN is not needed, and not sending unprotected PANs using end-user messaging technologies, such as e-mail and instant messaging",3.5,Document and implement procedures to protect keys used to secure stored cardholder data against disclosure,"Examine key-management policies and procedures to verify processes are specified to protect keys used for encryption of cardholder data against disclosure and misuse and include at least the following:
-    Access to keys is restricted to the fewest number of custodians necessary.
-    Key-encrypting keys are at least as strong as the data-encrypting keys they protect.
-    Key-encrypting keys are stored separately from data-encrypting keys.
-    Keys are stored securely in the fewest possible locations and forms.",3.5.1,Additional requirement for service providers,"Interview responsible personnel and review documentation to verify that a document exists to describe the cryptographic architecture, including:
-  Details of all algorithms, protocols, and keys used for the protection of cardholder data, including key strength and expiry date
-  Description of the key usage for each key
-  Inventory of any HSMs and other SCDs used for key management"
3,Protect stored cardholder data,"Protection methods such as encryption, truncation, masking, and hashing are critical components of cardholder data protection. If an intruder circumvents other security controls and gains access to encrypted data, without the proper cryptographic keys, the data is unreadable and unusable to that person. Other effective methods of protecting stored data should also be considered as potential risk mitigation opportunities. For example, methods for minimizing risk include not storing cardholder data unless absolutely necessary, truncating cardholder data if full PAN is not needed, and not sending unprotected PANs using end-user messaging technologies, such as e-mail and instant messaging",3.5,Document and implement procedures to protect keys used to secure stored cardholder data against disclosure,"Examine key-management policies and procedures to verify processes are specified to protect keys used for encryption of cardholder data against disclosure and misuse and include at least the following:
-    Access to keys is restricted to the fewest number of custodians necessary.
-    Key-encrypting keys are at least as strong as the data-encrypting keys they protect.
-    Key-encrypting keys are stored separately from data-encrypting keys.
-    Keys are stored securely in the fewest possible locations and forms.",3.5.2,Restrict access to cryptographic keys to the fewest number of custodians necessary.,Examine user access lists to verify that access to keys is restricted to the fewest number of custodians necessary.
3,Protect stored cardholder data,"Protection methods such as encryption, truncation, masking, and hashing are critical components of cardholder data protection. If an intruder circumvents other security controls and gains access to encrypted data, without the proper cryptographic keys, the data is unreadable and unusable to that person. Other effective methods of protecting stored data should also be considered as potential risk mitigation opportunities. For example, methods for minimizing risk include not storing cardholder data unless absolutely necessary, truncating cardholder data if full PAN is not needed, and not sending unprotected PANs using end-user messaging technologies, such as e-mail and instant messaging",3.6, Fully document and implement all key- management processes and procedures,"a Additional testing procedure for service provider assessments only: If the service provider shares keys with their customers for transmission or storage of cardholder data, examine the documentation that the service provider provides to their customers to verify that it includes guidance on how to securely transmit, store, and update customers’ keys, in accordance with Requirements 3.6.1 through 3.6.8 below.
b Examine the key-management procedures and processes for keys used for encryption of cardholder data and perform the following:",3.6.1,Generation of strong cryptographic keys,"a Verify that key-management procedures specify how to generate strong keys.
b Observe the procedures for generating keys to verify that strong keys are generated."
3,Protect stored cardholder data,"Protection methods such as encryption, truncation, masking, and hashing are critical components of cardholder data protection. If an intruder circumvents other security controls and gains access to encrypted data, without the proper cryptographic keys, the data is unreadable and unusable to that person. Other effective methods of protecting stored data should also be considered as potential risk mitigation opportunities. For example, methods for minimizing risk include not storing cardholder data unless absolutely necessary, truncating cardholder data if full PAN is not needed, and not sending unprotected PANs using end-user messaging technologies, such as e-mail and instant messaging",3.6, Fully document and implement all key- management processes and procedures,"a Additional testing procedure for service provider assessments only: If the service provider shares keys with their customers for transmission or storage of cardholder data, examine the documentation that the service provider provides to their customers to verify that it includes guidance on how to securely transmit, store, and update customers’ keys, in accordance with Requirements 3.6.1 through 3.6.8 below.
b Examine the key-management procedures and processes for keys used for encryption of cardholder data and perform the following:",3.6.2,Secure cryptographic key distribution,"a Verify that key-management procedures specify how to securely distribute keys.
b Observe the method for distributing keys to verify that keys are distributed securely."
3,Protect stored cardholder data,"Protection methods such as encryption, truncation, masking, and hashing are critical components of cardholder data protection. If an intruder circumvents other security controls and gains access to encrypted data, without the proper cryptographic keys, the data is unreadable and unusable to that person. Other effective methods of protecting stored data should also be considered as potential risk mitigation opportunities. For example, methods for minimizing risk include not storing cardholder data unless absolutely necessary, truncating cardholder data if full PAN is not needed, and not sending unprotected PANs using end-user messaging technologies, such as e-mail and instant messaging",3.6, Fully document and implement all key- management processes and procedures,"a Additional testing procedure for service provider assessments only: If the service provider shares keys with their customers for transmission or storage of cardholder data, examine the documentation that the service provider provides to their customers to verify that it includes guidance on how to securely transmit, store, and update customers’ keys, in accordance with Requirements 3.6.1 through 3.6.8 below.
b Examine the key-management procedures and processes for keys used for encryption of cardholder data and perform the following:",3.6.3,Secure cryptographic key storage,"a Verify that key-management procedures specify how to securely store keys.
b Observe the method for storing keys to verify that keys are stored securely."
3,Protect stored cardholder data,"Protection methods such as encryption, truncation, masking, and hashing are critical components of cardholder data protection. If an intruder circumvents other security controls and gains access to encrypted data, without the proper cryptographic keys, the data is unreadable and unusable to that person. Other effective methods of protecting stored data should also be considered as potential risk mitigation opportunities. For example, methods for minimizing risk include not storing cardholder data unless absolutely necessary, truncating cardholder data if full PAN is not needed, and not sending unprotected PANs using end-user messaging technologies, such as e-mail and instant messaging",3.6, Fully document and implement all key- management processes and procedures,"a Additional testing procedure for service provider assessments only: If the service provider shares keys with their customers for transmission or storage of cardholder data, examine the documentation that the service provider provides to their customers to verify that it includes guidance on how to securely transmit, store, and update customers’ keys, in accordance with Requirements 3.6.1 through 3.6.8 below.
b Examine the key-management procedures and processes for keys used for encryption of cardholder data and perform the following:",3.6.4,Cryptographic key changes for keys that have reached the end of their cryptoperiod,"a Verify that key-management procedures include a defined cryptoperiod for each key type in use and define a process for key changes at the end of the defined cryptoperiod(s).
b Interview personnel to verify that keys are changed at the end of the defined cryptoperiod(s)."
3,Protect stored cardholder data,"Protection methods such as encryption, truncation, masking, and hashing are critical components of cardholder data protection. If an intruder circumvents other security controls and gains access to encrypted data, without the proper cryptographic keys, the data is unreadable and unusable to that person. Other effective methods of protecting stored data should also be considered as potential risk mitigation opportunities. For example, methods for minimizing risk include not storing cardholder data unless absolutely necessary, truncating cardholder data if full PAN is not needed, and not sending unprotected PANs using end-user messaging technologies, such as e-mail and instant messaging",3.6, Fully document and implement all key- management processes and procedures,"a Additional testing procedure for service provider assessments only: If the service provider shares keys with their customers for transmission or storage of cardholder data, examine the documentation that the service provider provides to their customers to verify that it includes guidance on how to securely transmit, store, and update customers’ keys, in accordance with Requirements 3.6.1 through 3.6.8 below.
b Examine the key-management procedures and processes for keys used for encryption of cardholder data and perform the following:",3.6.5,Retirement or replacement,"a Verify that key-management procedures specify processes for the following:
-  The retirement or replacement of keys when the integrity of the key has been weakened.
-  The replacement of known or suspected compromised keys.
-  Any keys retained after retiring or replacing are not used for encryption operations.
b Interview personnel to verify the following processes are implemented:
-  Keys are retired or replaced as necessary when the integrity of the key has been weakened, including when someone with knowledge of the key leaves the company.
-  Keys are replaced if known or suspected to be compromised.
-  Any keys retained after retiring or replacing are not used for encryption operations."
3,Protect stored cardholder data,"Protection methods such as encryption, truncation, masking, and hashing are critical components of cardholder data protection. If an intruder circumvents other security controls and gains access to encrypted data, without the proper cryptographic keys, the data is unreadable and unusable to that person. Other effective methods of protecting stored data should also be considered as potential risk mitigation opportunities. For example, methods for minimizing risk include not storing cardholder data unless absolutely necessary, truncating cardholder data if full PAN is not needed, and not sending unprotected PANs using end-user messaging technologies, such as e-mail and instant messaging",3.6, Fully document and implement all key- management processes and procedures,"a Additional testing procedure for service provider assessments only: If the service provider shares keys with their customers for transmission or storage of cardholder data, examine the documentation that the service provider provides to their customers to verify that it includes guidance on how to securely transmit, store, and update customers’ keys, in accordance with Requirements 3.6.1 through 3.6.8 below.
b Examine the key-management procedures and processes for keys used for encryption of cardholder data and perform the following:",3.6.6,If manual clear-text cryptographic,"a Verify that manual clear-text key-management procedures specify processes for the use of the following:
·  Split knowledge of keys, such that key components are under the control of at least two people who only have knowledge of their own key components; AND
·  Dual control of keys, such that at least two people are required to perform any key-management operations and no one person has access to the authentication materials (for example, passwords or keys) of another."
3,Protect stored cardholder data,"Protection methods such as encryption, truncation, masking, and hashing are critical components of cardholder data protection. If an intruder circumvents other security controls and gains access to encrypted data, without the proper cryptographic keys, the data is unreadable and unusable to that person. Other effective methods of protecting stored data should also be considered as potential risk mitigation opportunities. For example, methods for minimizing risk include not storing cardholder data unless absolutely necessary, truncating cardholder data if full PAN is not needed, and not sending unprotected PANs using end-user messaging technologies, such as e-mail and instant messaging",3.6, Fully document and implement all key- management processes and procedures,"a Additional testing procedure for service provider assessments only: If the service provider shares keys with their customers for transmission or storage of cardholder data, examine the documentation that the service provider provides to their customers to verify that it includes guidance on how to securely transmit, store, and update customers’ keys, in accordance with Requirements 3.6.1 through 3.6.8 below.
b Examine the key-management procedures and processes for keys used for encryption of cardholder data and perform the following:",3.6.7,Prevention of unauthorized,a Verify that key-management procedures specify processes to prevent unauthorized substitution of keys.
3,Protect stored cardholder data,"Protection methods such as encryption, truncation, masking, and hashing are critical components of cardholder data protection. If an intruder circumvents other security controls and gains access to encrypted data, without the proper cryptographic keys, the data is unreadable and unusable to that person. Other effective methods of protecting stored data should also be considered as potential risk mitigation opportunities. For example, methods for minimizing risk include not storing cardholder data unless absolutely necessary, truncating cardholder data if full PAN is not needed, and not sending unprotected PANs using end-user messaging technologies, such as e-mail and instant messaging",3.6, Fully document and implement all key- management processes and procedures,"a Additional testing procedure for service provider assessments only: If the service provider shares keys with their customers for transmission or storage of cardholder data, examine the documentation that the service provider provides to their customers to verify that it includes guidance on how to securely transmit, store, and update customers’ keys, in accordance with Requirements 3.6.1 through 3.6.8 below.
b Examine the key-management procedures and processes for keys used for encryption of cardholder data and perform the following:",3.6.8,Requirement for cryptographic key custodians to formally acknowledge,a Verify that key-management procedures specify processes for key custodians to acknowledge (in writing or electronically) that they understand and accept their key- custodian responsibilities.
4,"Encrypt transmission of cardholder data across open, public networks",Sensitive information must be encrypted during transmission over networks that are easily accessed by malicious individuals. Misconfigured wireless networks and vulnerabilities in legacy encryption and authentication protocols continue to be targets of malicious individuals who exploit these vulnerabilities to gain privileged access to cardholder data environments,4.1,"Use strong cryptography and security protocols to safeguard sensitive cardholder data during transmission over open, public networks","a Identify all locations where cardholder data is transmitted or received over open, public networks. Examine documented standards and compare to system configurations to verify the use of security protocols and strong cryptography for all locations.
b Review documented policies and procedures to verify processes are specified for the following:
-    For acceptance of only trusted keys and/or certificates
-    For the protocol in use to only support secure versions and configurations (that insecure versions or configurations are not supported)
-    For implementation of proper encryption strength per the encryption methodology in use
c Select and observe a sample of inbound and outbound transmissions as they occur (for example, by observing system processes or network traffic) to verify that all cardholder data is encrypted with strong cryptography
during transit.
d Examine keys and certificates to verify that only trusted keys and/or certificates are accepted.
e Examine system configurations to verify that the protocol is implemented to use only secure configurations and does not support insecure versions or configurations.
f Examine system configurations to verify that the proper encryption strength is implemented for the encryption methodology in use. (Check vendor recommendations/best practices.)
g For TLS implementations, examine system configurations to verify that TLS is enabled whenever cardholder data is transmitted or received.
For example, for browser-based implementations:
-    “HTTPS” appears as the browser Universal Record
Locator (URL) protocol, and
-    Cardholder data is only requested if “HTTPS” appears as part of the URL",4.1.1,,
4,"Encrypt transmission of cardholder data across open, public networks",Sensitive information must be encrypted during transmission over networks that are easily accessed by malicious individuals. Misconfigured wireless networks and vulnerabilities in legacy encryption and authentication protocols continue to be targets of malicious individuals who exploit these vulnerabilities to gain privileged access to cardholder data environments,4.2,Never send unprotected PANs by end-user messaging technologies,"a If end-user messaging technologies are used to send cardholder data, observe processes for sending PAN and examine a sample of outbound transmissions as they occur to verify that PAN is rendered unreadable or secured with strong cryptography whenever it is sent via end-user messaging technologies.",,,
5,Protect all systems against malware and regularly update anti-virus software or programs,"Malicious software, commonly referred to as “malware”—including viruses, worms, and Trojans—enters the network during many business- approved activities including employee e-mail and use of the Internet, mobile computers, and storage devices, resulting in the exploitation of system vulnerabilities. Anti-virus software must be used on all systems commonly affected by malware to protect systems from current and evolving malicious software threats. Additional anti-malware solutions may be considered as a supplement to the anti-virus software; however, such additional solutions do not replace the need for anti-virus software to be in place.",5.1,Deploy anti-virus software on all systems commonly affected by malicious software (particularly personal computers and servers).,"For a sample of system components including all operating system types commonly affected by malicious software, verify that anti-virus software is deployed if applicable anti-virus technology exists.",5.1.1,"Ensure that anti-virus programs are capable of detecting, removing, and protecting against all known types of malicious software.","Review vendor documentation and examine anti-virus configurations to verify that anti-virus programs;
-  Detect all known types of malicious software,
-  Remove all known types of malicious software, and
-  Protect against all known types of malicious software."
5,Protect all systems against malware and regularly update anti-virus software or programs,"Malicious software, commonly referred to as “malware”—including viruses, worms, and Trojans—enters the network during many business- approved activities including employee e-mail and use of the Internet, mobile computers, and storage devices, resulting in the exploitation of system vulnerabilities. Anti-virus software must be used on all systems commonly affected by malware to protect systems from current and evolving malicious software threats. Additional anti-malware solutions may be considered as a supplement to the anti-virus software; however, such additional solutions do not replace the need for anti-virus software to be in place.",5.2,Ensure that all anti-virus mechanisms are maintained,"a Examine policies and procedures to verify that anti-virus software and definitions are required to be kept up to date.
b Examine anti-virus configurations, including the master installation of the software to verify anti-virus mechanisms are:
-    Configured to perform automatic updates, and
-    Configured to perform periodic scans.
c Examine a sample of system components, including all
operating system types commonly affected by malicious software, to verify that:
-    The anti-virus software and definitions are current.
-    Periodic scans are performed.
d Examine anti-virus configurations, including the master installation of the software and a sample of system components, to verify that:
-    Anti-virus software log generation is enabled, and
-    Logs are retained in accordance with PCI DSS Requirement ",,,
6,Develop and maintain secure systems and applications,"Unscrupulous individuals use security vulnerabilities to gain privileged access to systems. Many of these vulnerabilities are fixed by vendor- provided security patches, which must be installed by the entities that manage the systems. All systems must have all appropriate software patches to protect against the exploitation and compromise of cardholder data by malicious individuals and malicious software.",6.1,"Establish a process to identify security vulnerabilities, using reputable outside sources for security vulnerability information, and assign a risk ranking (for example, as “high,” “medium,” or “low”) to newly discovered security vulnerabilities.","a Examine policies and procedures to verify that processes are defined for the following:
-    To identify new security vulnerabilities
-    To assign a risk ranking to vulnerabilities that includes identification of all “high risk” and “critical” vulnerabilities.
-    To use reputable outside sources for security vulnerability information.
b Interview responsible personnel and observe processes to verify that:
-    New security vulnerabilities are identified.
-    A risk ranking is assigned to vulnerabilities that includes identification of all “high risk” and “critical”
vulnerabilities.
-    Processes to identify new security vulnerabilities include using reputable outside sources for security vulnerability information.",,,
6,Develop and maintain secure systems and applications,"Unscrupulous individuals use security vulnerabilities to gain privileged access to systems. Many of these vulnerabilities are fixed by vendor- provided security patches, which must be installed by the entities that manage the systems. All systems must have all appropriate software patches to protect against the exploitation and compromise of cardholder data by malicious individuals and malicious software.",6.2,Ensure that all system components and software are protected from known vulnerabilities by installing applicable vendor- supplied security patches. Install critical security patches within one month of release.,"a Examine policies and procedures related to security- patch installation to verify processes are defined for:
-    Installation of applicable critical vendor-supplied security patches within one month of release.
-    Installation of all applicable vendor-supplied security patches within an appropriate time frame (for example, within three months).
b For a sample of system components and related software, compare the list of security patches installed on each system to the most recent vendor security-patch list, to verify the following:
-    That applicable critical vendor-supplied security patches are installed within one month of release.
-    All applicable vendor-supplied security patches are installed within an appropriate time frame (for example, within three months).",,,
6,Develop and maintain secure systems and applications,"Unscrupulous individuals use security vulnerabilities to gain privileged access to systems. Many of these vulnerabilities are fixed by vendor- provided security patches, which must be installed by the entities that manage the systems. All systems must have all appropriate software patches to protect against the exploitation and compromise of cardholder data by malicious individuals and malicious software.",6.3,Develop internal and external software application,"a Examine written software-development processes to verify that the processes are based on industry standards and/or best practices.
b Examine written software-development processes to verify that information security is included throughout the life cycle.
c Examine written software-development processes to verify that software applications are developed in accordance with PCI DSS.
d Interview software developers to verify that written software-development processes are implemented.",6.3.1,"Remove development, test and/or custom application accounts, user IDs, and passwords","Examine written software-development procedures and interview responsible personnel to verify that pre- production and/or custom application accounts, user IDs and/or passwords are removed before an application goes into production or is released to customers."
6,Develop and maintain secure systems and applications,"Unscrupulous individuals use security vulnerabilities to gain privileged access to systems. Many of these vulnerabilities are fixed by vendor- provided security patches, which must be installed by the entities that manage the systems. All systems must have all appropriate software patches to protect against the exploitation and compromise of cardholder data by malicious individuals and malicious software.",6.3,Develop internal and external software application,"a Examine written software-development processes to verify that the processes are based on industry standards and/or best practices.
b Examine written software-development processes to verify that information security is included throughout the life cycle.
c Examine written software-development processes to verify that software applications are developed in accordance with PCI DSS.
d Interview software developers to verify that written software-development processes are implemented.",6.3.2,"Remove development, test and/or custom application accounts, user IDs, and passwords","a Examine written software-development procedures and interview responsible personnel to verify that all custom application code changes must be reviewed (using either manual or automated processes) as follows:
-  Code changes are reviewed by individuals other than the originating code author, and by individuals who are knowledgeable in code-review techniques and secure coding practices.
-  Code reviews ensure code is developed according to secure coding guidelines (see PCI DSS Requirement
6.5).
-  Appropriate corrections are implemented prior to release.
-  Code-review results are reviewed and approved by management prior to release."
6,Develop and maintain secure systems and applications,"Unscrupulous individuals use security vulnerabilities to gain privileged access to systems. Many of these vulnerabilities are fixed by vendor- provided security patches, which must be installed by the entities that manage the systems. All systems must have all appropriate software patches to protect against the exploitation and compromise of cardholder data by malicious individuals and malicious software.",6.4,Follow change control processes and procedures for all changes to system components,"Examine policies and procedures to verify the following are defined:
-    Development/test environments are separate from production environments with access control in place to enforce separation.
-    A separation of duties between personnel assigned to the development/test environments and those assigned to the production environment.
-    Production data (live PANs) are not used for testing or development.
-    Test data and accounts are removed before a production system becomes active.
-    Change control procedures related to implementing security patches and software modifications are documented.",6.4.3,Production data (live PANs) are not used for testing or development,"a Observe testing processes and interview personnel to verify procedures are in place to ensure production data (live PANs) are not used for testing or development.
b Examine a sample of test data to verify production data (live PANs) is not used for testing or development."
6,Develop and maintain secure systems and applications,"Unscrupulous individuals use security vulnerabilities to gain privileged access to systems. Many of these vulnerabilities are fixed by vendor- provided security patches, which must be installed by the entities that manage the systems. All systems must have all appropriate software patches to protect against the exploitation and compromise of cardholder data by malicious individuals and malicious software.",6.4,Follow change control processes and procedures for all changes to system components,"Examine policies and procedures to verify the following are defined:
-    Development/test environments are separate from production environments with access control in place to enforce separation.
-    A separation of duties between personnel assigned to the development/test environments and those assigned to the production environment.
-    Production data (live PANs) are not used for testing or development.
-    Test data and accounts are removed before a production system becomes active.
-    Change control procedures related to implementing security patches and software modifications are documented.",6.4.4,Removal of test data and accounts from system components before the system becomes active / goes into production.,"a Observe testing processes and interview personnel to verify test data and accounts are removed before a production system becomes active.
b Examine a sample of data and accounts from production systems recently installed or updated to verify test data and accounts are removed before the system becomes active."
6,Develop and maintain secure systems and applications,"Unscrupulous individuals use security vulnerabilities to gain privileged access to systems. Many of these vulnerabilities are fixed by vendor- provided security patches, which must be installed by the entities that manage the systems. All systems must have all appropriate software patches to protect against the exploitation and compromise of cardholder data by malicious individuals and malicious software.",6.4,Follow change control processes and procedures for all changes to system components,"Examine policies and procedures to verify the following are defined:
-    Development/test environments are separate from production environments with access control in place to enforce separation.
-    A separation of duties between personnel assigned to the development/test environments and those assigned to the production environment.
-    Production data (live PANs) are not used for testing or development.
-    Test data and accounts are removed before a production system becomes active.
-    Change control procedures related to implementing security patches and software modifications are documented.",6.4.5,Change control procedures,"a Examine documented change control procedures and verify procedures are defined for:
-  Documentation of impact
-  Documented change approval by authorized parties
-  Functionality testing to verify that the change does not adversely impact the security of the system
-  Back-out procedures
b For a sample of system components, interview responsible personnel to determine recent changes. Trace those changes back to related change control documentation. For each change examined, perform the following:"
6,Develop and maintain secure systems and applications,"Unscrupulous individuals use security vulnerabilities to gain privileged access to systems. Many of these vulnerabilities are fixed by vendor- provided security patches, which must be installed by the entities that manage the systems. All systems must have all appropriate software patches to protect against the exploitation and compromise of cardholder data by malicious individuals and malicious software.",6.5,Address common coding vulnerabilities in software-development processes,"a Examine software-development policies and procedures to verify that up-to-date training in secure coding techniques is required for developers at least annually, based on industry best practices and guidance.
b Examine records of training to verify that software developers receive up-to-date training on secure coding techniques at least annually, including how to avoid common coding vulnerabilities.
c Verify that processes are in place to protect applications from, at a minimum, the following vulnerabilities:",6.5.1,"Injection flaws, particularly SQL injection. Also consider OS Command Injection, LDAP and XPath injection flaws as well as other injection flaws.","Examine software-development policies and procedures and interview responsible personnel to verify that injection flaws are addressed by coding techniques that include:
-  Validating input to verify user data cannot modify meaning of commands and queries.
-  Utilizing parameterized queries."
6,Develop and maintain secure systems and applications,"Unscrupulous individuals use security vulnerabilities to gain privileged access to systems. Many of these vulnerabilities are fixed by vendor- provided security patches, which must be installed by the entities that manage the systems. All systems must have all appropriate software patches to protect against the exploitation and compromise of cardholder data by malicious individuals and malicious software.",6.5,Address common coding vulnerabilities in software-development processes,"a Examine software-development policies and procedures to verify that up-to-date training in secure coding techniques is required for developers at least annually, based on industry best practices and guidance.
b Examine records of training to verify that software developers receive up-to-date training on secure coding techniques at least annually, including how to avoid common coding vulnerabilities.
c Verify that processes are in place to protect applications from, at a minimum, the following vulnerabilities:",6.5.2,Buffer overflows,"Examine software-development policies and procedures and interview responsible personnel to verify that buffer overflows are addressed by coding techniques that include:
-  Validating buffer boundaries.
-  Truncating input strings."
6,Develop and maintain secure systems and applications,"Unscrupulous individuals use security vulnerabilities to gain privileged access to systems. Many of these vulnerabilities are fixed by vendor- provided security patches, which must be installed by the entities that manage the systems. All systems must have all appropriate software patches to protect against the exploitation and compromise of cardholder data by malicious individuals and malicious software.",6.5,Address common coding vulnerabilities in software-development processes,"a Examine software-development policies and procedures to verify that up-to-date training in secure coding techniques is required for developers at least annually, based on industry best practices and guidance.
b Examine records of training to verify that software developers receive up-to-date training on secure coding techniques at least annually, including how to avoid common coding vulnerabilities.
c Verify that processes are in place to protect applications from, at a minimum, the following vulnerabilities:",6.5.3,Insecure cryptographic storage,"Examine software-development policies and procedures and interview responsible personnel to verify that insecure cryptographic storage is addressed by coding techniques that:
-  Prevent cryptographic flaws.
-  Use strong cryptographic algorithms and keys."
6,Develop and maintain secure systems and applications,"Unscrupulous individuals use security vulnerabilities to gain privileged access to systems. Many of these vulnerabilities are fixed by vendor- provided security patches, which must be installed by the entities that manage the systems. All systems must have all appropriate software patches to protect against the exploitation and compromise of cardholder data by malicious individuals and malicious software.",6.5,Address common coding vulnerabilities in software-development processes,"a Examine software-development policies and procedures to verify that up-to-date training in secure coding techniques is required for developers at least annually, based on industry best practices and guidance.
b Examine records of training to verify that software developers receive up-to-date training on secure coding techniques at least annually, including how to avoid common coding vulnerabilities.
c Verify that processes are in place to protect applications from, at a minimum, the following vulnerabilities:",6.5.4,Insecure communications,Examine software-development policies and procedures and interview responsible personnel to verify that insecure communications are addressed by coding techniques that properly authenticate and encrypt all sensitive communications.
6,Develop and maintain secure systems and applications,"Unscrupulous individuals use security vulnerabilities to gain privileged access to systems. Many of these vulnerabilities are fixed by vendor- provided security patches, which must be installed by the entities that manage the systems. All systems must have all appropriate software patches to protect against the exploitation and compromise of cardholder data by malicious individuals and malicious software.",6.5,Address common coding vulnerabilities in software-development processes,"a Examine software-development policies and procedures to verify that up-to-date training in secure coding techniques is required for developers at least annually, based on industry best practices and guidance.
b Examine records of training to verify that software developers receive up-to-date training on secure coding techniques at least annually, including how to avoid common coding vulnerabilities.
c Verify that processes are in place to protect applications from, at a minimum, the following vulnerabilities:",6.5.5,Improper error handling,"Examine software-development policies and procedures and interview responsible personnel to verify that improper error handling is addressed by coding techniques that do not leak information via error messages (for example, by returning generic rather than specific
error details)."
6,Develop and maintain secure systems and applications,"Unscrupulous individuals use security vulnerabilities to gain privileged access to systems. Many of these vulnerabilities are fixed by vendor- provided security patches, which must be installed by the entities that manage the systems. All systems must have all appropriate software patches to protect against the exploitation and compromise of cardholder data by malicious individuals and malicious software.",6.5,Address common coding vulnerabilities in software-development processes,"a Examine software-development policies and procedures to verify that up-to-date training in secure coding techniques is required for developers at least annually, based on industry best practices and guidance.
b Examine records of training to verify that software developers receive up-to-date training on secure coding techniques at least annually, including how to avoid common coding vulnerabilities.
c Verify that processes are in place to protect applications from, at a minimum, the following vulnerabilities:",6.5.6,All “high risk” vulnerabilities identified in the vulnerability identification process,"Examine software-development policies and procedures and interview responsible personnel to verify that coding techniques address any “high risk” vulnerabilities that could affect the application, as identified in PCI DSS "
6,Develop and maintain secure systems and applications,"Unscrupulous individuals use security vulnerabilities to gain privileged access to systems. Many of these vulnerabilities are fixed by vendor- provided security patches, which must be installed by the entities that manage the systems. All systems must have all appropriate software patches to protect against the exploitation and compromise of cardholder data by malicious individuals and malicious software.",6.5,Address common coding vulnerabilities in software-development processes,"a Examine software-development policies and procedures to verify that up-to-date training in secure coding techniques is required for developers at least annually, based on industry best practices and guidance.
b Examine records of training to verify that software developers receive up-to-date training on secure coding techniques at least annually, including how to avoid common coding vulnerabilities.
c Verify that processes are in place to protect applications from, at a minimum, the following vulnerabilities:",6.5.7,Cross-site scripting (XSS),"Examine software-development policies and procedures and interview responsible personnel to verify that cross-site scripting (XSS) is addressed by coding techniques that include
-  Validating all parameters before inclusion
-  Utilizing context-sensitive escaping."
6,Develop and maintain secure systems and applications,"Unscrupulous individuals use security vulnerabilities to gain privileged access to systems. Many of these vulnerabilities are fixed by vendor- provided security patches, which must be installed by the entities that manage the systems. All systems must have all appropriate software patches to protect against the exploitation and compromise of cardholder data by malicious individuals and malicious software.",6.5,Address common coding vulnerabilities in software-development processes,"a Examine software-development policies and procedures to verify that up-to-date training in secure coding techniques is required for developers at least annually, based on industry best practices and guidance.
b Examine records of training to verify that software developers receive up-to-date training on secure coding techniques at least annually, including how to avoid common coding vulnerabilities.
c Verify that processes are in place to protect applications from, at a minimum, the following vulnerabilities:",6.5.8,Improper access control,"Examine software-development policies and procedures and interview responsible personnel to verify that improper access control—such as insecure direct object references, failure to restrict URL access, and directory traversal—is addressed by coding technique that includes:
-  Proper authentication of users
-  Sanitizing input
-  Not exposing internal object references to users
-  User interfaces that do not permit access to unauthorized functions."
