Constant,Scope,Value,Default Value
DASHBOARDS$PRIVACY$ORGANIZATION_SUMMARY_SCORES$IMPACT_WEIGHT_HEADER,SERVER,Вес Воздействия,Impact Weight
DASHBOARDS$PRIVACY$ORGANIZATION_SUMMARY_SCORES$IMPACT_TOTAL_HEADER,SERVER,Общее Воздействие,Impact Total
DASHBOARDS$PRIVACY$ORGANIZATION_SUMMARY_SCORES$LIKELIHOOD_WEIGHT_HEADER,SERVER,Вес Вероятности,Likelihood Weight
DASHBOARDS$PRIVACY$ORGANIZATION_SUMMARY_SCORES$LIKELIHOOD_TOTAL_HEADER,SERVER,Общая Вероятность,Likelihood Total
DASHBOARDS$CLOUD$NAME,SERVER,Оценки Киберрисков в Облаке,Cloud Cyber Risk Scores
DASHBOARDS$CLOUD$DESCRIPTION,SERVER,Показывает Оценки в Облаке,Displays cloud scores
DASHBOARDS$CLOUD$SUMMARY$ITEM_NAME,SERVER,Сводка,Summary
DASHBOARDS$CLOUD$SUMMARY$CYBER_RISK_CHART$ITEM_NAME,SERVER,Сводная Оценка Облачных Кибер Рисков,Cloud Cyber Risk Scoring Summary
DASHBOARDS$CLOUD$SUMMARY$CYBER_RISK_CHART$X_AXIS,SERVER,Вендор,Vendor
DASHBOARDS$CLOUD$SUMMARY$CYBER_RISK_CHART$Y_AXIS,SERVER,Счет,Score
DASHBOARDS$CLOUD$SUMMARY$CYBER_RISK_CHART$THRESHOLD,SERVER,Порог Кибер Риска,Cyber Risk Threshold
DASHBOARDS$CLOUD$SUMMARY$CYBER_RISK_TABLE$ITEM_NAME,SERVER,Оценка Облачного Кибер Риска,Cloud Cyber Risk Scores
DASHBOARDS$CLOUD$SUMMARY$CYBER_RISK_TABLE$VENDOR_HEADER,SERVER,Вендор,Vendor
DASHBOARDS$CLOUD$SUMMARY$CYBER_RISK_TABLE$SCORE_HEADER,SERVER,Счет,Score
DASHBOARDS$CLOUD$SUMMARY$CYBER_RISK_TABLE$IMPACT_WEIGHT_HEADER,SERVER,Вес Воздействия,Impact Weight
DASHBOARDS$CLOUD$SUMMARY$CYBER_RISK_TABLE$IMPACT_TOTAL_HEADER,SERVER,Общее Воздействие,Impact Total
DASHBOARDS$CLOUD$SUMMARY$CYBER_RISK_TABLE$LIKELIHOOD_WEIGHT_HEADER,SERVER,Вес Вероятности,Likelihood Weight
DASHBOARDS$CLOUD$SUMMARY$CYBER_RISK_TABLE$LIKELIHOOD_TOTAL_HEADER,SERVER,Общая Вероятность,Likelihood Total
DASHBOARDS$CLOUD$SUMMARY$HEAT_MAP_CHART$ITEM_NAME,SERVER,Облачная Тепловая Карта,Cloud Heat Map
DASHBOARDS$CLOUD$SUMMARY$HEAT_MAP_TABLE$ITEM_NAME,SERVER,Облачная Тепловая Матрица,Cloud Heat Matrix
DASHBOARDS$M_AND_A$NAME,SERVER,Дашборд M & A,M & A Dashboard
DASHBOARDS$M_AND_A$DESCRIPTION,SERVER,Показывает Целевые Оенки,Displays the target exposures
DASHBOARDS$M_AND_A$ORGANIZATION_QUANT_SCORES$SYSTEM_HEADER,SERVER,Система,System
DASHBOARDS$M_AND_A$ORGANIZATION_QUANT_SCORES$DATA_EXFILTRATION_HEADER,SERVER,Эксфильтрация Данных,Data Exfiltration
DASHBOARDS$M_AND_A$ORGANIZATION_QUANT_SCORES$BUSINESS_INTERRUPTION_HEADER,SERVER,Прерывания Бизнеса,Business Interruption
DASHBOARDS$M_AND_A$ORGANIZATION_QUANT_SCORES$GDPR_REGULATORY_EXPOSURE_HEADER,SERVER,GDPR Регуляторная Уязвимость,GDPR Regulatory Exposure
DASHBOARDS$M_AND_A$ORGANIZATION_QUANT_SCORES$TOTAL_EXPOSURE,SERVER,Общее Воздействие,Total Exposure
DASHBOARDS$PHI_DATA$NAME,SERVER,Данные PHI,PHI Data
DASHBOARDS$PHI_DATA$DESCRIPTION,SERVER,Показывает Уязвиость PHI ,Displays PHI Exposures
DASHBOARDS$PHI_DATA$PHI_DATA$SYSTEM_HEADER,SERVER,Система,System
DASHBOARDS$PHI_DATA$PHI_DATA$DATA_EXFILTRATION_HEADER,SERVER,Эксфильтрация Данных,Data Exfiltration
DASHBOARDS$PHI_DATA$PHI_DATA$BUSINESS_INTERRUPTION_HEADER,SERVER,Прерывания Бизнеса,Business Interruption
DASHBOARDS$PHI_DATA$PHI_DATA$GDPR_REGULATORY_EXPOSURE_HEADER,SERVER,GDPR Регуляторная Уязвимость,GDPR Regulatory Exposure
DASHBOARDS$PHI_DATA$PHI_DATA$TOTAL_EXPOSURE_HEADER,SERVER,Общее Воздействие,Total Exposure
DASHBOARDS$ETL_SYSTEMS_EXPOSURES$NAME,SERVER,Уязвимость Обмена Данными,Data Sharing Exposures
DASHBOARDS$ETL_SYSTEMS_EXPOSURES$DESCRIPTION,SERVER,"Показывает системные риски от файлов, отправленных вендорам",Displays the system exposures from files that are sent to vendors
DASHBOARDS$IOT_EXPOSURES$NAME,SERVER,IoT Риски,IoT Exposures
DASHBOARDS$IOT_EXPOSURES$DESCRIPTION,SERVER,"Показывает уязвимость систем, использующих Технологию  IoT ",Displays exposures of systems using IoT Technology
DASHBOARDS$IOT_EXPOSURES$SYSTEMS_EXPOSURES$SYSTEM_HEADER,SERVER,Система,System
DASHBOARDS$IOT_EXPOSURES$SYSTEMS_EXPOSURES$DATA_EXFILTRATION_HEADER,SERVER,Эксфильтрация Данных,Data Exfiltration
DASHBOARDS$IOT_EXPOSURES$SYSTEMS_EXPOSURES$BUSINESS_INTERRUPTION_HEADER,SERVER,Прерывания Бизнеса,Business Interruption
DASHBOARDS$IOT_EXPOSURES$SYSTEMS_EXPOSURES$GDPR_REGULATORY_EXPOSURE_HEADER,SERVER,GDPR Регуляторная Уязвимость,GDPR Regulatory Exposure
DASHBOARDS$IOT_EXPOSURES$SYSTEMS_EXPOSURES$TOTAL_EXPOSURE_HEADER,SERVER,Общее Воздействие,Total Exposure
DASHBOARDS$UNINSURABLE_EXPOSURES$NAME,SERVER,Незастрахованные Риски,Uninsurable Exposures
DASHBOARDS$UNINSURABLE_EXPOSURES$DESCRIPTION,SERVER,Gпоказывает все системы с уязвимостью более 750м,Displays all systems with exposures over 750m
DASHBOARDS$UNINSURABLE_EXPOSURES$SYSTEMS_EXPOSURES$SYSTEM_HEADER,SERVER,Система,System
DASHBOARDS$UNINSURABLE_EXPOSURES$SYSTEMS_EXPOSURES$DATA_EXFILTRATION_HEADER,SERVER,Эксфильтрация Данных,Data Exfiltration
DASHBOARDS$UNINSURABLE_EXPOSURES$SYSTEMS_EXPOSURES$BUSINESS_INTERRUPTION_HEADER,SERVER,Прерывания Бизнеса,Business Interruption
DASHBOARDS$UNINSURABLE_EXPOSURES$SYSTEMS_EXPOSURES$GDPR_REGULATORY_EXPOSURE_HEADER,SERVER,GDPR Регуляторная Уязвимость,GDPR Regulatory Exposure
DASHBOARDS$UNINSURABLE_EXPOSURES$SYSTEMS_EXPOSURES$TOTAL_EXPOSURE_HEADER,SERVER,Общее Воздействие,Total Exposure
DASHBOARDS$CROWN_JEWEL_ASSET$NAME,SERVER,Критически Ценный Актив,Crown Jewel Asset
DASHBOARDS$CROWN_JEWEL_ASSET$DESCRIPTION,SERVER,Показывает уязвимости и оценки неотъемлемого риска критически ценного актива,Displays the exposures and inherent risk scores of the crown jewel assets
DASHBOARDS$CROWN_JEWEL_ASSET$CYBER_RISK_SCORE$ITEM_NAME,SERVER,Оценка Киберрисков Критически Ценного Актива,Crown Jewel Asset Cyber Risk Score
DASHBOARDS$CROWN_JEWEL_ASSET$CYBER_RISK_SCORE$SYSTEM_OWNER_HEADER,SERVER,Владелец Системы,System Owner
DASHBOARDS$CROWN_JEWEL_ASSET$CYBER_RISK_SCORE$EMAIL_HEADER,SERVER,Электронная Почта,Email
DASHBOARDS$CROWN_JEWEL_ASSET$CYBER_RISK_SCORE$SYSTEM_NAME_HEADER,SERVER,Название Системы,System Name
DASHBOARDS$CROWN_JEWEL_ASSET$CYBER_RISK_SCORE$BU_HEADER,SERVER,BU,BU
DASHBOARDS$CROWN_JEWEL_ASSET$CYBER_RISK_SCORE$CYBER_RISK_SCORE_HEADER,SERVER,Оценка Кибер Риска,Cyber Risk Score
DASHBOARDS$CROWN_JEWEL_ASSET$CYBER_RISK_SCORE$FINANCIAL_EXPOSURE_HEADER,SERVER,Финансовый Риск,Financial Exposure
DASHBOARDS$CROWN_JEWEL_ASSET$TMP_RECOMMENDATIONS$RISK_REDUCTION_RECOMMENDATION,SERVER,Рекомендации по Снижению Риска,Recommendations for Risk Reduction
DASHBOARDS$PRIVACY_RISK$NAME,SERVER,Риск Конфиденциальности Системы,System Privacy Risk
DASHBOARDS$PRIVACY_RISK$DESCRIPTION,SERVER,Показывает уязвимости конфиденциальности и оценки,Displays privacy exposures and scores
DASHBOARDS$PRIVACY_RISK$PRIVACY_RISK_TABLE$ITEM_NAME,SERVER,Оценка Кибер Риска Конфиденциальности (PII),Privacy Risk (PII) Cyber Risk Score
DASHBOARDS$PRIVACY_RISK$PRIVACY_RISK_TABLE$SYSTEM_OWNER_HEADER,SERVER,Влаелец Системы,System Owner
DASHBOARDS$PRIVACY_RISK$PRIVACY_RISK_TABLE$EMAIL_HEADER,SERVER,Электронная Почта,Email
DASHBOARDS$PRIVACY_RISK$PRIVACY_RISK_TABLE$SYSTEM_NAME_HEADER,SERVER,Название Системы,System Name
DASHBOARDS$PRIVACY_RISK$PRIVACY_RISK_TABLE$BU_HEADER,SERVER,BU,BU
DASHBOARDS$PRIVACY_RISK$PRIVACY_RISK_TABLE$PRIVACY_RISK_SCORE_HEADER,SERVER,Оценка Риска Конфиденциальности,Privacy Risk Score
DASHBOARDS$PRIVACY_RISK$PRIVACY_RISK_TABLE$FINANCIAL_EXPOSURE_HEADER,SERVER,Финансовый Риск,Financial Exposure
DASHBOARDS$PRIVACY_RISK$PRIVACY_RISK_TABLE$RISK_REDUCTION_RECOMMENDATION,SERVER,Рекомендации по Снижению Риска,Recommendations for Risk Reduction
DASHBOARDS$CYBERSECURITY_TOOL_ROI$NAME,SERVER,ROI Инструмента Кибербезопасности,Cybersecurity Tool ROI
DASHBOARDS$CYBERSECURITY_TOOL_ROI$DESCRIPTION,SERVER,Показывает рентабельность кибер-инструментов,Displays ROI for cyber tools
DASHBOARDS$CYBERSECURITY_TOOL_ROI$CALCULATIONS$ITEM_NAME,SERVER,Расчет Рентабельности Инвестиций Инструмента Кибербезопасности,Cybersecurity Tool ROI Calculations
DASHBOARDS$CYBERSECURITY_TOOL_ROI$CALCULATIONS$SYSTEM_NAME_HEADER,SERVER,Название Системы,System Name
DASHBOARDS$CYBERSECURITY_TOOL_ROI$CALCULATIONS$BU_HEADER,SERVER,BU,BU
DASHBOARDS$CYBERSECURITY_TOOL_ROI$CALCULATIONS$SECURITY_TOOL_HEADER,SERVER,Инструмент Безопасности,Security Tool
DASHBOARDS$CYBERSECURITY_TOOL_ROI$CALCULATIONS$QUANT_METRIC_HEADER,SERVER,Квант Метрика,Quantification Metric
DASHBOARDS$CYBERSECURITY_TOOL_ROI$CALCULATIONS$QUANT_VALUE_HEADER,SERVER,Квант Значение ($),Quantification Value ($)
DASHBOARDS$CYBERSECURITY_TOOL_ROI$CALCULATIONS$RISK_REDUCTION_PERCENTS_HEADER,SERVER,Сокращение Риска (%),Risk Reduction (%)
DASHBOARDS$CYBERSECURITY_TOOL_ROI$CALCULATIONS$RISK_REDUCTION_VALUE_HEADER,SERVER,Сокращение Риска ($),Risk Reduction ($)
DASHBOARDS$CYBERSECURITY_TOOL_ROI$CALCULATIONS$TOTAL_COST_HEADER,SERVER,Стоимость Инструмента,Tool Cost
DASHBOARDS$CYBERSECURITY_TOOL_ROI$CALCULATIONS$ROI_HEADER,SERVER,ROI (%),ROI (%)
DASHBOARDS$BUDGETING$NAME,SERVER,Бюджетирование,Budgeting
DASHBOARDS$BUDGETING$DESCRIPTION,SERVER,Отображает постоянные и переменные операционные и капитальные затраты,Displays fixed and variable operational and captial costs
DASHBOARDS$BUDGETING$CYBERSECURITY$ITEM_NAME,SERVER,Кибербезопасность,Cybersecurity
DASHBOARDS$BUDGETING$CYBERSECURITY$ITEM_DESCRIPTION,SERVER,Бюджетирование Кибербезопасности,Cybersecurity Budgeting
DASHBOARDS$BUDGETING$CYBERSECURITY$BUDGET$ITEM_NAME,SERVER,Бюджет Кибербезопасности,Cybersecurity Budget
DASHBOARDS$BUDGETING$CYBERSECURITY$BUDGET$FIXED_CAPITAL_COSTS_HEADER,SERVER,Фиксированные Затраты на Основной Капитал,Fixed Capital Costs
DASHBOARDS$BUDGETING$CYBERSECURITY$BUDGET$FIXED_OPERATIONAL_COSTS_HEADER,SERVER,Фиксированные Операционные Расходы,Fixed Operational Costs
DASHBOARDS$BUDGETING$CYBERSECURITY$BUDGET$VARIABLE_OPERATIONAL_COSTS_HEADER,SERVER,Переменные Операционные Расходы,Variable Operational Costs
DASHBOARDS$BUDGETING$CYBERSECURITY$BUDGET$TOTAL_OPTIMAL_BUDGET_HEADER,SERVER,Общий Оптимальный Бюджет,Total Optimal Budget
DASHBOARDS$BUDGETING$SUMMARY$ITEM_NAME,SERVER,Сводка,Summary
DASHBOARDS$BUDGETING$SUMMARY$ITEM_DESCRIPTION,SERVER,Сводка Результатов,Summary Scores
DASHBOARDS$BUDGETING$SUMMARY$SCORES_GRID$ITEM_NAME,SERVER,Сводка Результатов,Summary Scores
DASHBOARDS$BUDGETING$SUMMARY$SCORES_GRID$PROJECT_NAME_HEADER,SERVER,Название Проекта,Project Name
DASHBOARDS$BUDGETING$SUMMARY$SCORES_GRID$BUDGET_MANAGER_HEADER,SERVER,Менеджер Бюджета,Budget Manager
DASHBOARDS$BUDGETING$SUMMARY$SCORES_GRID$EMPLOYEE_NAME_HEADER,SERVER,Имя Сотрудника,Employee Name
DASHBOARDS$BUDGETING$SUMMARY$SCORES_GRID$EST_HOURS_HEADER,SERVER,Расчетные Часы,Est Hours
DASHBOARDS$BUDGETING$SUMMARY$SCORES_GRID$EST_COST_HEADER,SERVER,Расчетная Стоимость,Est Cost
DASHBOARDS$BUDGETING$SUMMARY$SCORES_GRID$ACTUAL_HOURS_HEADER,SERVER,Фактические Часы,Actual Hours
DASHBOARDS$BUDGETING$SUMMARY$SCORES_GRID$ACTUAL_COST_HEADER,SERVER,Фактическая Стоимость,Actual Cost
DASHBOARDS$BUDGETING$SUMMARY$SCORES_GRID$LICENSE_NAME_HEADER,SERVER,Название Лицензии,License Name
DASHBOARDS$BUDGETING$SUMMARY$SCORES_GRID$LICENSE_TYPE_HEADER,SERVER,Тип Лицензии,License Type
DASHBOARDS$BUDGETING$SUMMARY$SCORES_GRID$LICENSE_COST_HEADER,SERVER,Стоимость Лицензии,License Cost
DASHBOARDS$BUDGETING$SUMMARY$SCORES_GRID$CONSULTANT_NAME_HEADER,SERVER,Имя Консультанта,Consultant Name
DASHBOARDS$BUDGETING$SUMMARY$SCORES_GRID$EST_HEADER,SERVER,По оценкам,Est
DASHBOARDS$BUDGETING$SUMMARY$SCORES_GRID$ACTUAL_END_DATE_HEADER,SERVER,Фактическая Дата Завершения,Actual End Date
DASHBOARDS$BUDGETING$SUMMARY$SCORES_GRID$TASKS_HEADER,SERVER,Задачи,Tasks
DASHBOARDS$BUDGETING$SUMMARY$SCORES_GRID$COMMENTS_HEADER,SERVER,Комментарии,Comments
DASHBOARDS$ADMIN$NAME,SERVER,BU уязвимости и оценки,BU exposures and scores
DASHBOARDS$ADMIN$DESCRIPTION,SERVER,Показывает уязвимости и оценки BU,Displays the exposures and scores by BU
DASHBOARDS$ADMIN$SYSTEM_OWNER$ITEM_NAME,SERVER,Оценка Владельца Системы,System Owner Scores
DASHBOARDS$ADMIN$SYSTEM_OWNER$ORGANIZATION_HEADER,SERVER,Организация,Organization
DASHBOARDS$ADMIN$SYSTEM_OWNER$VENDOR_HEADER,SERVER,Вендор,Vendor
DASHBOARDS$ADMIN$SYSTEM_OWNER$CLOUD_HEADER,SERVER,Облако,Cloud
DASHBOARDS$ADMIN$SYSTEM_OWNER$PERSON_HEADER,SERVER,Персона,Person
DASHBOARDS$ADMIN$SYSTEM_OWNER$BUSINESS_UNIT_HEADER,SERVER,Бизнес-единица,Business Unit
DASHBOARDS$ADMIN$SYSTEM_OWNER$SYSTEM_DATA_EXFILTRATION_HEADER,SERVER,Эксфильтрация Данных Системы,System data Exfiltration
DASHBOARDS$ADMIN$SYSTEM_OWNER$IMPACT_HEADER,SERVER,Воздействие,Impact
DASHBOARDS$ADMIN$SYSTEM_OWNER$LIKELIHOOD_HEADER,SERVER,Вероятность,Likelihood
DASHBOARDS$QUESTION_STATUS$NAME,SERVER,Статус Оценки Киберрисков,Cyber Risk Scoring Status
DASHBOARDS$QUESTION_STATUS$DESCRIPTION,SERVER,Отображает статус вопросов оценки киберрисков,Displays the status of the cyber risk scoring questions
DASHBOARDS$QUESTION_STATUS$SYSTEM_STATUS$ITEM_NAME,SERVER,Статус Системы,System Status
DASHBOARDS$QUESTION_STATUS$SYSTEM_STATUS$ITEM_DESCRIPTION,SERVER,Статус Системы,System Status
DASHBOARDS$QUESTION_STATUS$SYSTEM_STATUS$SYSTEM_STATUS$ITEM_NAME,SERVER,Статусы Систем,System Statuses
DASHBOARDS$QUESTION_STATUS$SYSTEM_STATUS$SYSTEM_STATUS$PERSON_HEADER,SERVER,Персона,Person
DASHBOARDS$QUESTION_STATUS$SYSTEM_STATUS$SYSTEM_STATUS$SYSTEM_NAME_HEADER,SERVER,Название Системы,System Name
DASHBOARDS$QUESTION_STATUS$SYSTEM_STATUS$SYSTEM_STATUS$BUSINESS_UNIT_HEADER,SERVER,Бизнес-единица,Business Unit
DASHBOARDS$QUESTION_STATUS$SYSTEM_STATUS$SYSTEM_STATUS$SYSTEM_QUESTIONNAIRE_HEADER,SERVER,Статус Системной Анкеты,System Questionnaire Status
DASHBOARDS$QUESTION_STATUS$SYSTEM_STATUS$SYSTEM_STATUS$DATA_EXFILTRATION_HEADER,SERVER,Вопрос Эксфильтрации Данных,Data Exfiltration Question
DASHBOARDS$QUESTION_STATUS$SYSTEM_STATUS$SYSTEM_STATUS$BUSINESS_INTERRUPTION_HEADER,SERVER,Вопрос Прерывания Бизнеса,Business Interruption Question
DASHBOARDS$QUESTION_STATUS$SYSTEM_STATUS$SYSTEM_STATUS$IMPACT_HEADER,SERVER,Воздействие,Impact
DASHBOARDS$QUESTION_STATUS$SYSTEM_STATUS$SYSTEM_STATUS$LIKELIHOOD_HEADER,SERVER,Вероятность,Likelihood
DASHBOARDS$QUESTION_STATUS$SYSTEM_STATUS$SYSTEM_STATUS$FILTER$ITEM_NAME,SERVER,Фильтр Системных Вопросов,System Questions Filter
DASHBOARDS$QUESTION_STATUS$VENDOR_STATUS$ITEM_NAME,SERVER,Статус Вендора,Vendor Status
DASHBOARDS$QUESTION_STATUS$VENDOR_STATUS$ITEM_DESCRIPTION,SERVER,Статус Вендора,Vendor Status
DASHBOARDS$QUESTION_STATUS$VENDOR_STATUS$VENDOR_STATUS$ITEM_NAME,SERVER,Статусы Вендоров,Vendor Statuses
DASHBOARDS$QUESTION_STATUS$VENDOR_STATUS$VENDOR_STATUS$PERSON_HEADER,SERVER,Персона,Person
DASHBOARDS$QUESTION_STATUS$VENDOR_STATUS$VENDOR_STATUS$VENDOR_NAME_HEADER,SERVER,Название Вендора,Vendor Name
DASHBOARDS$QUESTION_STATUS$VENDOR_STATUS$VENDOR_STATUS$BUSINESS_UNIT_HEADER,SERVER,Бизнес-единица,Business Unit
DASHBOARDS$QUESTION_STATUS$VENDOR_STATUS$VENDOR_STATUS$VENDOR_QUESTIONNAIRE_HEADER,SERVER,Статус Анкеты Вендора,Vendor Questionnaire Status
DASHBOARDS$QUESTION_STATUS$VENDOR_STATUS$VENDOR_STATUS$CLOUD_QUESTIONNAIRE_HEADER,SERVER,Статус Облачной Анкеты,Cloud Questionnaire Status
DASHBOARDS$QUESTION_STATUS$VENDOR_STATUS$VENDOR_STATUS$IMPACT_HEADER,SERVER,Воздействие,Impact
DASHBOARDS$QUESTION_STATUS$VENDOR_STATUS$VENDOR_STATUS$LIKELIHOOD_HEADER,SERVER,Вероятность,Likelihood
DASHBOARDS$QUESTION_STATUS$VENDOR_STATUS$VENDOR_STATUS$FILTER$ITEM_NAME,SERVER,Фильтр Вопросов Вендора,Vendor Questions Filter
DASHBOARDS$QUESTION_STATUS$SYSTEM_ANSWERS$SYSTEM_QUESTION$ITEM_NAME,SERVER,Системный Вопрос:\u0020,System Question:\u0020
DASHBOARDS$QUESTION_STATUS$SYSTEM_ANSWERS$SYSTEM_QUESTION$PERSON_HEADER,SERVER,Персона,Person
DASHBOARDS$QUESTION_STATUS$SYSTEM_ANSWERS$SYSTEM_QUESTION$SYSTEM_NAME_HEADER,SERVER,Название Системы,System Name
DASHBOARDS$QUESTION_STATUS$SYSTEM_ANSWERS$SYSTEM_QUESTION$BUSINESS_UNIT_HEADER,SERVER,Бизнес-единица,Business Unit
DASHBOARDS$QUESTION_STATUS$SYSTEM_ANSWERS$SYSTEM_QUESTION$ANSWER_HEADER,SERVER,Ответ,Answer
DASHBOARDS$QUESTION_STATUS$SYSTEM_ANSWERS$SYSTEM_QUESTION$ANSWER_WEIGHT_HEADER,SERVER,Вес Ответа,Answer Weight
DASHBOARDS$QUESTION_STATUS$SYSTEM_ANSWERS$SYSTEM_QUESTION$ETL_ANSWER,SERVER,Н/П - ETL,N/A - ETL
DASHBOARDS$QUESTION_STATUS$VENDOR_ANSWERS$ITEM_NAME,SERVER,Ответы на Вопросы Вендора,Vendor Question Answers
DASHBOARDS$QUESTION_STATUS$VENDOR_ANSWERS$ITEM_DESCRIPTION,SERVER,Ответы на Вопросы Вендора,Vendor Question Answers
DASHBOARDS$QUESTION_STATUS$VENDOR_ANSWERS$VENDOR_QUESTION$ITEM_NAME,SERVER,Вопрос Вендора:\u0020,Vendor Question:\u0020
DASHBOARDS$QUESTION_STATUS$VENDOR_ANSWERS$VENDOR_QUESTION$PERSON_HEADER,SERVER,Персона,Person
DASHBOARDS$QUESTION_STATUS$VENDOR_ANSWERS$VENDOR_QUESTION$VENDOR_NAME_HEADER,SERVER,Название Вендора,Vendor Name
DASHBOARDS$QUESTION_STATUS$VENDOR_ANSWERS$VENDOR_QUESTION$BUSINESS_UNIT_HEADER,SERVER,Бизнес-единица,Business Unit
DASHBOARDS$QUESTION_STATUS$VENDOR_ANSWERS$VENDOR_QUESTION$ANSWER_HEADER,SERVER,Ответ,Answer
DASHBOARDS$QUESTION_STATUS$VENDOR_ANSWERS$VENDOR_QUESTION$ANSWER_WEIGHT_HEADER,SERVER,Вес Ответа,Answer Weight
DASHBOARDS$ASSIGNMENTS_STATUS$NAME,SERVER,Настроить Статус Назначения,Set Up Assignment Status
DASHBOARDS$ASSIGNMENTS_STATUS$DESCRIPTION,SERVER,Показывает статус системных оценочных заданий,Displays the status of the system scoring assignments
DASHBOARDS$ASSIGNMENTS_STATUS$SYSTEM_ASSIGNMENTS$ITEM_NAME,SERVER,Назначения по Системе,Assignments By System
DASHBOARDS$ASSIGNMENTS_STATUS$SYSTEM_ASSIGNMENTS$ITEM_DESCRIPTION,SERVER,Назначения по Системам,Assignments By Systems
DASHBOARDS$ASSIGNMENTS_STATUS$SYSTEM_ASSIGNMENTS$SYSTEM_ASSIGNMENTS$ITEM_NAME,SERVER,Назначения по Системам,Assignments By Systems
DASHBOARDS$ASSIGNMENTS_STATUS$SYSTEM_ASSIGNMENTS$SYSTEM_ASSIGNMENTS$SYSTEM_NAME_HEADER,SERVER,Название Системы,System Name
DASHBOARDS$ASSIGNMENTS_STATUS$SYSTEM_ASSIGNMENTS$SYSTEM_ASSIGNMENTS$ASSIGNMENTS_HEADER,SERVER,Назначения,Assignments
DASHBOARDS$ASSIGNMENTS_STATUS$SYSTEM_ASSIGNMENTS$SYSTEM_ASSIGNMENTS$TYPE_HEADER,SERVER,Тип,Type
DASHBOARDS$ASSIGNMENTS_STATUS$SYSTEM_ASSIGNMENTS$SYSTEM_ASSIGNMENTS$BUSINESS_UNIT_HEADER,SERVER,Бизнес-единица,Business Unit
DASHBOARDS$ASSIGNMENTS_STATUS$SYSTEM_ASSIGNMENTS$SYSTEM_ASSIGNMENTS$SYSTEM_QUESTIONNAIRE_HEADER,SERVER,Статус Системной Анкеты,System Questionnaire Status
DASHBOARDS$ASSIGNMENTS_STATUS$SYSTEM_ASSIGNMENTS$SYSTEM_ASSIGNMENTS$DATA_EXFILTRATION_HEADER,SERVER,Вопрос Эксфильтрации Данных,Data Exfiltration Question
DASHBOARDS$ASSIGNMENTS_STATUS$SYSTEM_ASSIGNMENTS$SYSTEM_ASSIGNMENTS$BUSINESS_INTERRUPTION_HEADER,SERVER,Вопрос Прерывания Бизнеса,Business Interruption Question
DASHBOARDS$ASSIGNMENTS_STATUS$SYSTEM_ASSIGNMENTS$SYSTEM_ASSIGNMENTS$IMPACT_HEADER,SERVER,Воздействие,Impact
DASHBOARDS$ASSIGNMENTS_STATUS$SYSTEM_ASSIGNMENTS$SYSTEM_ASSIGNMENTS$LIKELIHOOD_HEADER,SERVER,Вероятность,Likelihood
DASHBOARDS$ASSIGNMENTS_STATUS$PEOPLE_ASSIGNMENTS$ITEM_NAME,SERVER,Назначения по Людям,Assignments By People
DASHBOARDS$ASSIGNMENTS_STATUS$PEOPLE_ASSIGNMENTS$ITEM_DESCRIPTION,SERVER,Назначения по Людям,Assignments By People
DASHBOARDS$ASSIGNMENTS_STATUS$PEOPLE_ASSIGNMENTS$PEOPLE_ASSIGNMENTS$ITEM_NAME,SERVER,Назначения по Людям,Assignments By People
DASHBOARDS$ASSIGNMENTS_STATUS$PEOPLE_ASSIGNMENTS$PEOPLE_ASSIGNMENTS$PERSON_HEADER,SERVER,Персона,Person
DASHBOARDS$ASSIGNMENTS_STATUS$PEOPLE_ASSIGNMENTS$PEOPLE_ASSIGNMENTS$BUSINESS_UNIT_HEADER,SERVER,Бизнес-единица,Business Unit
DASHBOARDS$ASSIGNMENTS_STATUS$PEOPLE_ASSIGNMENTS$PEOPLE_ASSIGNMENTS$SYSTEM_NAME_HEADER,SERVER,Название Системы,System Name
DASHBOARDS$ASSIGNMENTS_STATUS$PEOPLE_ASSIGNMENTS$PEOPLE_ASSIGNMENTS$ASSIGNMENT_TYPE_HEADER,SERVER,Тип Назначения,Assignment Type
DASHBOARDS$ASSIGNMENTS_STATUS$PEOPLE_ASSIGNMENTS$PEOPLE_ASSIGNMENTS$SYSTEM_QUESTIONNAIRE_HEADER,SERVER,Статус Системной Анкеты,System Questionnaire Status
DASHBOARDS$ASSIGNMENTS_STATUS$PEOPLE_ASSIGNMENTS$PEOPLE_ASSIGNMENTS$DATA_EXFILTRATION_HEADER,SERVER,Вопрос Эксфильтрации Данных,Data Exfiltration Question
DASHBOARDS$ASSIGNMENTS_STATUS$PEOPLE_ASSIGNMENTS$PEOPLE_ASSIGNMENTS$BUSINESS_INTERRUPTION_HEADER,SERVER,Вопрос Прерывания Бизнеса,Business Interruption Question
DASHBOARDS$ASSIGNMENTS_STATUS$PEOPLE_ASSIGNMENTS$PEOPLE_ASSIGNMENTS$IMPACT_HEADER,SERVER,Воздействие,Impact
DASHBOARDS$ASSIGNMENTS_STATUS$PEOPLE_ASSIGNMENTS$PEOPLE_ASSIGNMENTS$LIKELIHOOD_HEADER,SERVER,Вероятность,Likelihood
DASHBOARDS$TASK$NAME,SERVER,Статус Задачи,Task Status
DASHBOARDS$TASK$DESCRIPTION,SERVER,Показывает статус задач,Displays the status of tasks
DASHBOARDS$TASK$TASK_SUMMARY$ITEM_NAME,SERVER,Статус Задачи,Task Status
